CPD_ID	CPD_NAME	mz_row_Statistic	From_mz_row	From_EmpiricalCompound
C05589	L-Normetanephrine	0.999946999025	row301	E354
C05938	L-4-Hydroxyglutamate semialdehyde	0.999946999025	row324	E2059
C05665	beta-Aminopropion aldehyde	0.884428536185	row150	E1379
C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde	0.79459378939	row118	E357
C05938	L-4-Hydroxyglutamate semialdehyde	0.898662046983	row160	E1726
C00217	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	0.898662046983	row160	E1726
C03508	L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid	0.884428536185	row150	E577
C00483	Tyramine; 2-(p-Hydroxyphenyl)ethylamine	0.567555709376	row41	E1013
CE5538	noradrenochrome	0.79459378939	row116	E1380
C00788	L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol	0.999946999025	row301	E354
C05589	L-Normetanephrine	0.999946999025	row280	E1645
C06178	1-Methylpyrrolinium	0.58710970638	row49	E970
CE2172		0.987696353181	row219	E1110
C06178	1-Methylpyrrolinium	0.999946999025	row299	E1021
C00785	Urocanate; Urocanic acid	0.987696353181	row215	E1140
C00388	1H-Imidazole-4-ethanamine; Histamine; 2-(4-Imidazolyl)ethylamine	0.988364545378	row225	E1153
C12448	Ecgonine methyl ester; Methyl ecgonine	0.878133402165	row145	E258
C00439	N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate	0.710333437388	row94	E1608
C02714	N-Acetylputrescine	0.999946999025	row293	E848
C00785	Urocanate; Urocanic acid	0.0590433703388	row10	E1564
C05588	L-Metanephrine	0.75295849546	row103	E1942
